,track_id,cluster
17783,Rock Me BabyDavid Cassidy,114
17784,SupermanDonna Fargo,17
17785,BeNeil Diamond,101
17786,Back To The IslandLeon Russell,95
17787,Take MeGrand Funk Railroad,108
17788,"Roots, Rock, ReggaeBob Marley And The Wailers",54
17789,Back Together AgainDaryl Hall John Oates,15
17790,Baby Talks DirtyThe Knack,108
17791,PowerThe Temptations,31
17792,The BluesRandy Newman & Paul Simon,31
17793,Automatic ManMichael Sembello,32
17794,A Face In The CrowdTom Petty,4
17795,Don't Laugh At MeMark Wills,73
17796,SleepwalkerThe Wallflowers,48
17797,Straight Out Of LineGodsmack,44
17798,Car WashChristina Aguilera Featuring Missy Elliott,42
17799,1973James Blunt,39
17800,OvercomeCreed,24
17801,Bridge Over Troubled WaterGlee Cast,108
17802,PausePitbull,60
17803,ChangedRascal Flatts,109
17804,Battle ScarsLupe Fiasco & Guy Sebastian,8
17805,Bound 2Kanye West,50
17806,That's My GirlFifth Harmony,72
17807,RONDO6ix9ine Featuring Tory Lanez & Young Thug,24
17808,66Lil Yachty Featuring Trippie Redd,50
17809,Almost SlippedMeek Mill,106
17810,Count Every StarThe Rivieras,17
17811,Please Love Me ForeverTommy Edwards,31
17812,Outside My WindowThe Fleetwoods,4
17813,(I Can't Help You) I'm Falling TooSkeeter Davis,114
17814,Peter GunnDuane Eddy His Twangy Guitar And The Rebels,42
17815,That's How MuchBrian Hyland,85
17816,Rudolph The Red Nosed ReindeerThe Melodeers,42
17817,Our AnniversaryShep And The Limelites,51
17818,Don't Go Near The IndiansRex Allen,80
17819,Butterfly BabyBobby Rydell,10
17820,Tennessee WaltzSam Cooke,95
17821,A Tear FellRay Charles,42
17822,Stranger In TownDel Shannon,103
17823,(The Bees Are For The Birds) The Birds Are For The BeesThe Newbeats,10
17824,Summer NightsMarianne Faithfull,32
17825,Crystal ChandelierVic Dana,31
17826,Break OutMitch Ryder And The Detroit Wheels,42
17827,5 D (Fifth Dimension)The Byrds,10
17828,(You Make Me Feel) So GoodThe McCoys,31
17829,Summer WindFrank Sinatra,110
17830,ShakeShadows Of Knight,42
17831,Bluebirds Over The MountainThe Beach Boys,69
17832,30-60-90Willie Mitchell,42
17833,Spirit In The DarkAretha Franklin with The Dixie Flyers,32
17834,Stay Away From Me (I Love You Too Much)Major Lance,42
17835,Border Song (Holy Moses)/You And MeAretha Franklin,42
17836,"AnnabellaHamilton, Joe Frank & Reynolds",17
17837,Bless YouMartha Reeves & The Vandellas,114
17838,Baby Won't You Let Me Rock 'N Roll YouTen Years After,108
17839,Standing At The End Of The LineLobo,69
17840,Son Of SagittariusEddie Kendricks,31
17841,Tangled Up In BlueBob Dylan,64
17842,Only YesterdayCarpenters,54
17843,Another StarStevie Wonder,60
17844,Peter PiperFrank Mills,31
17845,Shangri-LaThe Steve Miller Band,42
17846,AbadabadangoKim Carnes,31
17847,CongratulationsVesta,103
17848,Bedtime StoryMadonna,4
17849,Crazy CoolPaula Abdul,103
17850,Come On OverShania Twain,110
17851,Original PranksterThe Offspring,50
17852,Papa Don't PreachKelly Osbourne,16
17853,ChromeTrace Adkins,44
17854,Tal VezRicky Martin,107
17855,Don't BotherShakira,45
17856,As IfSara Evans,15
17857,Cryin' Like A Bitch!Godsmack,118
17858,Born To Be SomebodyJustin Bieber,65
17859,Country SongSeether,13
17860,Dancing QueenGlee Cast,81
17861,Rise Above 1Reeve Carney Featuring Bono & The Edge,103
17862,BeautifulChristina Aguilera & Beverly McClellan,71
17863,BuzzkillLuke Bryan,109
17864,Can't Help Falling In LoveChristina Grimmie,42
17865,SoldierDamien,31
17866,ChildrenJustin Bieber,65
17867,Cranes In The SkySolange,118
17868,Somethin Tells MeBryson Tiller,13
17869,"Rap Saved Me21 Savage, Offset & Metro Boomin Featuring Quavo",78
17870,Born To Be YoursKygo & Imagine Dragons,23
17871,TestimonyKodak Black,71
17872,3 Headed SnakeGunna Featuring Young Thug,78
17873,"A Boy Is A GunTyler, The Creator",71
17874,Angel FaceJimmy Darren,42
17875,Somebody To LoveBobby Darin,33
17876,At LastEtta James,112
17877,(Love Theme From) One Eyed JacksFerrante & Teicher,42
17878,(It Never Happens) In Real LifeChuck Jackson,66
17879,The Birth Of The BeatSandy Nelson,31
17880,Be Careful Of Stones That You ThrowDion,51
17881,Sugar LipsAl (He's the King) Hirt,42
17882,All Cried OutDusty Springfield,17
17883,Ask The LonelyFour Tops,114
17884,(All Of A Sudden) My Heart SingsMel Carter,31
17885,A Sweet Woman Like YouJoe Tex,51
17886,Tell Me WhyElvis Presley With The Jordanaires,42
17887,Cleo's MoodJr. Walker & The All Stars,4
17888,TearsBobby Vinton,17
17889,Bang Bang (My Baby Shot Me Down)Cher,106
17890,Take Some Time Out For LoveThe Isley Brothers,15
17891,That's LifeFrank Sinatra,115
17892,Another NightDionne Warwick,114
17893,Pucker Up ButtercupJr. Walker & The All Stars,117
17894,Pay You Back With InterestThe Hollies,31
17895,DandelionThe Rolling Stones,31
17896,Best Of Both WorldsLulu,10
17897,Sit With The GuruStrawberry Alarm Clock,69
17898,Barefoot In BaltimoreStrawberry Alarm Clock,31
17899,So I Can Love YouThe Emotions,63
17900,ArmstrongJohn Stewart,32
17901,So ExcitedB.B. King,69
17902,"Call My Name, I'll Be ThereWilson Pickett",31
17903,Palace GuardRick Nelson And The Stone Canyon Band,42
17904,Sunshine Part IIThe O'Jays,59
17905,Play On LoveJefferson Starship,69
17906,Still Crazy After All These YearsPaul Simon,56
17907,Another Rainy Day In New York CityChicago,108
17908,Sing For The DayStyx,56
17909,"Baby, I Need Your Lovin'Eric Carmen",15
17910,DiamondsChris Rea,69
17911,ConfusionElectric Light Orchestra,101
17912,Save MeDave Mason,31
17913,BackfiredDebbie Harry,31
17914,Sing Me AwayNight Ranger,60
17915,Take Me BackBonnie Tyler,31
17916,Can't StopRick James,69
17917,Screams Of PassionThe Family,59
17918,Dirty DawgNKOTB,42
17919,Rock And Roll Is DeadLenny Kravitz,44
17920,A Little GasolineTerri Clark,11
17921,Take Ya HomeLil Bow Wow,42
17922,Braid My HairMario,69
17923,Songs About RainGary Allan,65
17924,Save A Horse (Ride A Cowboy)Big & Rich,64
17925,Rough & ReadyTrace Adkins,84
17926,Come Home SoonSHeDAISY,44
17927,Soundtrack To Your LifeAshley Parker Angel,42
17928,Scotty Doesn't KnowLustra,112
17929,Pen & Paper (Something Typical)The Red Jumpsuit Apparatus,42
17930,Be On YouFlo Rida Featuring Ne-Yo,47
17931,Bridge Over Troubled WaterMary J. Blige & Andrea Bocelli,42
17932,Reverse CowgirlT-Pain,69
17933,Deja Vu3OH!3,60
17934,StayMiley Cyrus,65
17935,Champagne LifeNe-Yo,72
17936,Bill GatesLil Wayne,81
17937,Rain Over MePitbull Featuring Marc Anthony,39
17938,SomewhereGlee Cast,110
17939,Born To FlyDanielle Bradbery,114
17940,AtlasColdplay,54
17941,CannonballLea Michele,81
17942,ShotsImagine Dragons,39
17943,Deja VuPost Malone Featuring Justin Bieber,78
17944,RedboneChildish Gambino,96
17945,Supermarket FlowersEd Sheeran,64
17946,A LieFrench Montana Featuring The Weeknd & Max B,65
17947,Say A'A Boogie Wit da Hoodie,8
17948,Straighten Up & Fly RightDeJohn Sisters,59
17949,Sing Sing SingBernie Lowe Orchestra,17
17950,At My Front DoorDee Clark,10
17951,Red Sails In The SunsetThe Platters Featuring Tony Williams,56
17952,Big Cold WindPat Boone,59
17953,Stranger On The ShoreAndy Williams,103
17954,409The Beach Boys,106
17955,Poor Little Rich GirlSteve Lawrence,59
17956,Tears And RosesAl Martino,66
17957,Ride Your PonyLee Dorsey,15
17958,So You Want To Be A Rock 'N' Roll StarThe Byrds,108
17959,Don't Blame The ChildrenSammy Davis Jr.,59
17960,Plastic ManSonny & Cher,32
17961,Slim Jenkin's PlaceBooker T. & The MG's,31
17962,A Banda (Ah Bahn-da)Herb Alpert & The Tijuana Brass,59
17963,Beautiful PeopleBobby Vee And The Strangers,59
17964,Cover MePercy Sledge,103
17965,Destination: AnywhereThe Marvelettes,15
17966,Slow DragThe Intruders,103
17967,Doggone RightSmokey Robinson & The Miracles,114
17968,Point It OutSmokey Robinson & The Miracles,33
17969,Talk It Over In The MorningAnne Murray,51
17970,Can I Get A WitnessLee Michaels,32
17971,Country WineThe Raiders,32
17972,Papa Was A Rollin' StoneThe Undisputed Truth,15
17973,Remember (Christmas)Nilsson,69
17974,Don't Cross The RiverAmerica,81
17975,Black FridaySteely Dan,60
17976,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2)The Isley Brothers,59
17977,Back Together AgainRoberta Flack With Donny Hathaway,59
17978,Ribbon In The SkyStevie Wonder,54
17979,Something To Grab ForRic Ocasek,31
17980,Take Another PictureQuarterflash,15
17981,Say Hello To RonnieJaney Street,59
17982,Don't Stand So Close To Me '86The Police,15
17983,Something That We DoClint Black,5
17984,Private EmotionRicky Martin Featuring Meja,54
17985,A Good Day To RunDarryl Worley,82
17986,A.D.I.D.A.S.Killer Mike Featuring Big Boi,59
17987,Back Like ThatGhostface Killah Featuring Ne-Yo,75
17988,Streetcorner SymphonyRob Thomas,6
17989,Dead And GoneT.I. Featuring Justin Timberlake,55
17990,Careless WhisperSeether,45
17991,"Beamer, Benz, Or BentleyLloyd Banks Featuring Juelz Santana",41
17992,The Boy Is MineGlee Cast,81
17993,BoomSnoop Dogg Featuring T-Pain,46
17994,Better Than I Know MyselfAdam Lambert,101
17995,Around My Way (Freedom Ain't Free)Lupe Fiasco,3
17996,Play HardDavid Guetta Featuring Ne-Yo & Akon,39
17997,SirensPearl Jam,50
17998,PerfumeBritney Spears,110
17999,Anything GoesFlorida Georgia Line,8
18000,Skepta InterludeDrake,2
18001,Bon AppetitKaty Perry Featuring Migos,101
18002,Patty CakeKodak Black,96
18003,PowerglideRae Sremmurd & Juicy J,112
18004,Racks BlueFuture,54
18005,Could've BeenH.E.R. Featuring Bryson Tiller,64
18006,Pretty Little Fears6LACK Featuring J. Cole,24
18007,Start This S**t Off RightLil Wayne Featuring Ashanti & Mack Maine,59
18008,TemptationFuture,65
18009,That's A RackLil Uzi Vert,96
18010,Come On And Get MeFabian,59
18011,Some Kind-A EarthquakeDuane Eddy His Twangy Guitar And The Rebels,59
18012,(I Wanna) Love My Life AwayGene Pitney,69
18013,Please Tell Me WhyJackie Wilson,98
18014,Sweet Little YouNeil Sedaka,117
18015,Anybody But MeBrenda Lee,32
18016,Somebody Have MercySam Cooke,103
18017,Ten Little IndiansThe Beach Boys,108
18018,Santa Claus Is Watching YouRay Stevens,4
18019,Chicken FeedBent Fabric and His Piano,59
18020,A Love She Can Count OnThe Miracles,15
18021,Do It RightBrook Benton,51
18022,(Remember Me) I'm The One Who Loves YouDean Martin,15
18023,Apple Of My EyeRoy Head And The Traits,59
18024,Pandora's Golden Heebie JeebiesThe Association,32
18025,(I'm Not Your) Steppin' StoneThe Monkees,60
18026,Tell Me To My FaceKeith,100
18027,"Can't Get Enough Of You, Baby? (Question Mark) & The Mysterians",52
18028,She's A RainbowThe Rolling Stones,101
18029,Rockin' In The Same Old BoatBobby Bland,108
18030,Proud MarySolomon Burke,15
18031,The April FoolsDionne Warwick,108
18032,RainJose Feliciano,63
18033,Doin' Our ThingClarence Carter,22
18034,Brother Rapp (Part 1)James Brown,59
18035,Come To MeTommy James And The Shondells,51
18036,(How Bout A Little Hand For) The Boys In The BandThe Boys In The Band,59
18037,Ace Of SpadeO.V. Wright,59
18038,Crazy About The La La LaSmokey Robinson & The Miracles,51
18039,Rock And RollLed Zeppelin,112
18040,Automatically SunshineThe Supremes,69
18041,Sail Around The WorldDavid Gates,103
18042,Second AvenueGarfunkel,98
18043,Sweet MaxineThe Doobie Brothers,108
18044,Anytime (i'll Be There)Paul Anka,15
18045,Dis-Gorilla (Part 1)Rick Dees & His Cast Of Idiots,59
18046,All You Get From Love Is A Love SongCarpenters,60
18047,Bridge Over Troubled WaterLinda Clifford,32
18048,Outside My WindowStevie Wonder,15
18049,Clones (We're All)Alice Cooper,15
18050,Angel Say NoTommy Tutone,31
18051,Rebels Are WeChic,31
18052,DangerousNatalie Cole,59
18053,Dancin' In The Key Of LifeSteve Arrington,15
18054,Brass MonkeyBeastie Boys,101
18055,Blue Sky MineMidnight Oil,45
18056,SupernaturalWild Orchid,59
18057,Snoop DoggSnoop Dogg,46
18058,Request LineThe Black Eyed Peas Featuring Macy Gray,114
18059,Black Suits Comin' (Nod Ya Head)Will Smith Featuring Tra-Knox,28
18060,"P***ycatMissy ""Misdemeanor"" Elliott",62
18061,Passenger SeatSHeDAISY,108
18062,Outside Looking InJordan Pruitt,63
18063,Do It Just Like A RockstarFreak Nasty Featuring Crazy Mike,59
18064,StarStruckChristopher Wilde,112
18065,CannibalKe$ha,59
18066,Accidental RacistBrad Paisley Featuring LL Cool J,69
18067,"A Little Party Never Killed Nobody (All We Got)Fergie, Q-Tip & GoonRock",39
18068,Paper DollJohn Mayer,50
18069,Ready To RunOne Direction,101
18070,RootsImagine Dragons,50
18071,All I AskAdele,78
18072,PPAP (Pen-Pineapple-Apple-Pen)PIKOTARO,1
18073,RevengeXXXTentacion,96
18074,All Da SmokeFuture & Young Thug,50
18075,OverdoseYoungBoy Never Broke Again,13
18076,BossThe Carters,109
18077,"Splash WarningMeek Mill Featuring Future, Roddy Ricch & Young Thug",50
18078,Betty Lou Got A New Pair Of ShoesBobby Freeman,10
18079,Bei Mir Bist Du SchönLouis Prima And Keely Smith,59
18080,Skokiaan (South African Song)Bill Haley And His Comets,59
18081,Close TogetherJimmy Reed,17
18082,The CharangaMerv Griffin,59
18083,(I've Got) Spring FeverLittle Willie John,32
18084,Don't Get Around Much AnymoreThe Belmonts,32
18085,CinderellaPaul Anka,28
18086,Punish HerBobby Vee,10
18087,Stop The MusicThe Shirelles,31
18088,"Settle Down (Goin' Down That Highway)Peter, Paul & Mary",98
18089,AmyPaul Petersen,59
18090,Tea For TwoNino Tempo & April Stevens,17
18091,Remember (Walkin' in the Sand)The Shangri-Las,56
18092,That's What Love Is Made OfThe Miracles,31
18093,Seven LettersBen E. King,69
18094,Born To Be TogetherThe Ronettes Featuring Veronica,69
18095,......And Roses And RosesAndy Williams,63
18096,Ain't That A Groove (Part 1)James Brown And The Famous Flames,117
18097,Day For DecisionJohnny Sea,51
18098,SpinoutElvis Presley With The Jordanaires,59
18099,Bring It UpJames Brown And The Famous Flames,33
18100,Ruby TuesdayThe Rolling Stones,101
18101,SpookyMike Sharpe,59
18102,ShakeOtis Redding,106
18103,Show BusinessLou Rawls,66
18104,BluebirdThe Buffalo Springfield,59
18105,Ain't No WayAretha Franklin,45
18106,Back In Love AgainThe Buckinghams,32
18107,A Man And A HalfWilson Pickett,31
18108,Purple HazeDion,52
18109,Buying A BookJoe Tex,32
18110,Sunday Mornin'Oliver,59
18111,Come TogetherIke & Tina Turner & The Ikettes,103
18112,Come RunningVan Morrison,81
18113,Do ItNeil Diamond,46
18114,Summer SandDawn,31
18115,Son Of My FatherGiorgio,59
18116,Telegram SamT. Rex,15
18117,Daytime Night-TimeKeith Hampshire,59
18118,Sixty Minute Man/Mother-In-LawClarence Carter,59
18119,Battle Of New OrleansThe Nitty Gritty Dirt Band,59
18120,PartyVan Mccoy,66
18121,Poor Poor Pitiful MeLinda Ronstadt,60
18122,Please Come Home For ChristmasEagles,111
18123,"Pops, We Love You (A Tribute To Father)Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder",59
18124,Sometimes A FantasyBilly Joel,106
18125,Since You're GoneThe Cars,81
18126,Cool MagicThe Steve Miller Band,59
18127,"(you're So Square) Baby, I Don't CareJoni Mitchell",33
18128,Bang The Drum All DayTodd Rundgren,16
18129,Can't Shake LooseAgnetha Faltskog,117
18130,Strangers In A Strange WorldJenny Burton & Patrick Jude,59
18131,Bouncing Off The WallMatthew Wilder,59
18132,All Night LongBilly Squier,103
18133,SatelliteHooters,4
18134,SupersonicJ.J. Fad,60
18135,Oye Mi Canto (Hear My Voice)Gloria Estefan,31
18136,That's The Way Of The WorldD-Mob With Cathy Dennis,59
18137,Be True To Yourself2nd II None,34
18138,57 Channels (And Nothin' On)Bruce Springsteen,69
18139,Don't Let This Moment EndGloria Estefan,32
18140,At The StarsBetter Than Ezra,47
18141,Six-Pack SummerPhil Vassar,59
18142,Amor EternoCristian Castro,114
18143,Ride For YouDanity Kane,16
18144,RiverSarah McLachlan,13
18145,Coffee ShopYung Joc Featuring Gorilla Zoe,108
18146,Body On MeNelly Featuring Ashanti & Akon,73
18147,America's SuiteheartsFall Out Boy,106
18148,CarefulParamore,112
18149,Borderline / Open Your HeartGlee Cast,4
18150,Shake Me DownCage The Elephant,107
18151,Party Rock AnthemLMFAO Featuring Lauren Bennett & GoonRock,2
18152,Afraid To SleepVicci Martinez,66
18153,Called Out In The DarkSnow Patrol,60
18154,She Doesn't MindSean Paul,65
18155,RunawaysThe Killers,2
18156,Darte Un BesoPrince Royce,55
18157,Own ItDrake,101
18158,SanctifiedRick Ross Featuring Kanye West & Big Sean,60
18159,The DaysAvicii,115
18160,Baby It's Cold OutsideIdina Menzel Duet With Michael Buble,115
18161,CoffeeMiguel,41
18162,Charged UpDrake,110
18163,Plastic BagDrake & Future,73
18164,BlackstarDavid Bowie,13
18165,OpheliaThe Lumineers,92
18166,Peek A BooLil Yachty Featuring Migos,39
18167,Chanel (Go Get It)Young Thug Featuring Gunna & Lil Baby,96
18168,Pay You BackMeek Mill Featuring 21 Savage,110
18169,Confessions Of A Dangerous MindLogic,78
18170,The Bird On My HeadDavid Seville,59
18171,SugareeRusty York,52
18172,Boogie BearBoyd Bennett,59
18173,TeensvilleChet Atkins,59
18174,Dear JohnPat Boone,59
18175,"Adeste Fideles (Oh, Come, All Ye Faithful)Bing Crosby",59
18176,(Dance The) Mess AroundChubby Checker,52
18177,Ready For Your LoveShep And The Limelites,10
18178,The Alvin TwistThe Chipmunks With David Seville,59
18179,The Alley Cat SongDavid Thorne,59
18180,StardustNino Tempo & April Stevens,32
18181,Roll Over BeethovenThe Beatles,50
18182,Thank You GirlThe Beatles,16
18183,Pearly Shells (Popo O Ewa)Burl Ives,59
18184,Ain't Doing Too Bad (Part 1)Bobby Bland,59
18185,SmileBetty Everett & Jerry Butler,59
18186,"Peaches ""N"" CreamThe Ikettes",59
18187,The Dedication SongFreddy Cannon,85
18188,SatisfactionOtis Redding,16
18189,"The ""A"" TeamSSgt Barry Sadler",59
18190,Please Tell Me WhyThe Dave Clark Five,100
18191,Tar And CementVerdelle Smith,59
18192,The Dis-Advantages Of YouThe Brass Ring featuring Phil Bodner,59
18193,Out Of Left FieldPercy Sledge,15
18194,Safe In My GardenThe Mamas & The Papas,63
18195,1432 Franklin Pike Circle HeroBobby Russell,59
18196,American BoysPetula Clark,32
18197,Baby Hold OnThe Grass Roots,52
18198,Song From M*A*S*HAl DeLory,1
18199,Spill The WineThe Isley Brothers,117
18200,(I Know) I'm Losing YouRod Stewart With Faces,59
18201,Smilin'Sly & The Family Stone,63
18202,RosalieSam Neely,59
18203,Bitter BadMelanie,32
18204,RingsLobo,63
18205,BluebirdHelen Reddy,17
18206,'til It's Time To Say GoodbyeJonathan Cain,59
18207,BltLee Oskar,10
18208,"Baby, You Look Good To Me TonightJohn Denver",117
18209,All Night ThingThe Invisible Man's Band,59
18210,Perhaps LovePlacido Domingo & John Denver,51
18211,A Love SongKenny Rogers,95
18212,Bread And ButterRobert John,59
18213,Sex (I'm A...)Berlin,69
18214,OutstandingThe Gap Band,13
18215,"Roxanne, RoxanneUTFO",63
18216,Charm The SnakeChristopher Cross,33
18217,Call It Rock N' RollGreat White,16
18218,She's In LoveMark Wills,46
18219,Simple LifeCarolyn Dawn Johnson,17
18220,Coming UndoneKorn,92
18221,Original FireAudioslave,48
18222,5 StarYo Gotti,56
18223,Another One Bites The DustGlee Cast,4
18224,BootsThe Killers,22
18225,Big NightBig Time Rush,16
18226,"Bills, Bills, BillsGlee Cast",60
18227,BoyfriendBig Time Rush,8
18228,Don't StopGlee Cast,2
18229,Back In TimePitbull,45
18230,Between The RaindropsLifehouse Featuring Natasha Bedingfield,107
18231,Propuesta IndecenteRomeo Santos,79
18232,Shades Of CoolLana Del Rey,78
18233,Chasing The SunHilary Duff,4
18234,ShamelessThe Weeknd,118
18235,Send My Love (To Your New Lover)Adele,112
18236,That's What I LikeBruno Mars,115
18237,Seein' RedDustin Lynch,101
18238,Awful ThingsLil Peep,112
18239,SouthsideLil Baby,71
18240,DangerousMeek Mill Featuring Jeremih & PnB Rock,92
18241,Bad LiarImagine Dragons,111
18242,Rocket ShipFuture,45
18243,8Billie Eilish,71
18244,Strange Are The Ways Of LoveGogi Grant,59
18245,Sweet Little Rock And RollerChuck Berry,10
18246,Come PrimaTony Dallara,98
18247,Come Softly To MeRonnie Height,59
18248,Castin' My SpellThe Johnny Otis Show,59
18249,Candy SweetPat Boone,59
18250,(Let's Do) The Hully Gully TwistBill Doggett,59
18251,Brass ButtonsThe String-A-Longs,32
18252,Be My BoyParis Sisters,33
18253,Somewhere Along The WaySteve Lawrence,17
18254,SmileTimi Yuro,95
18255,B'wa Nina (Pretty Girl)The Tokens,59
18256,RunawayLawrence Welk And His Orchestra,51
18257,But Not For MeKetty Lester,66
18258,Ben CrazyDickie Goodman,51
18259,Only You (And You Alone)Mr. Acker Bilk,62
18260,Ridin' The WindThe Tornadoes,59
18261,Bad GirlNeil Sedaka,22
18262,Stay AwhileDusty Springfield,32
18263,Slaughter On Tenth AvenueThe Ventures,108
18264,"Big Man In TownThe 4 Seasons Featuring the ""Sound of Frankie Valli""",116
18265,Can You Jerk Like MeThe Contours,51
18266,Break Away (From That Boy)The Newbeats,66
18267,The BarracudaAlvin Cash & The Crawlers,66
18268,Save Your Heart For MeGary Lewis And The Playboys,46
18269,3rd Man ThemeHerb Alpert & The Tijuana Brass,108
18270,Take Me In Your Arms (Rock Me A Little While)Kim Weston,33
18271,"Caroline, NoBrian Wilson",103
18272,Dedicated Follower Of FashionThe Kinks,95
18273,All Strung OutNino Tempo & April Stevens,17
18274,Blue AutumnBobby Goldsboro,22
18275,Day TripperRamsey Lewis,52
18276,A Whiter Shade Of PaleProcol Harum,50
18277,Cry Softly Lonely OneRoy Orbison,52
18278,Sockin' 1-2-3-4John Roberts,59
18279,Strawberry ShortcakeJay And The Techniques,52
18280,Call Me LightningThe Who,33
18281,"Be Young, Be Foolish, Be HappyThe Tams",45
18282,Almost PersuadedEtta James,108
18283,Somebody Loves YouThe Delfonics,69
18284,A Change Is Gonna Come & People Gotta Be Free/The DeclarationThe 5th Dimension,59
18285,Summertime BluesThe Who,108
18286,Church Street Soul RevivalTommy James,59
18287,Reach Out Your HandThe Brotherhood Of Man,59
18288,Ain't Wastin' Time No MoreThe Allman Brothers Band,13
18289,SlaughterBilly Preston,31
18290,AngelRod Stewart,108
18291,AnthemWayne Newton,59
18292,CorazónCarole King,91
18293,That Song Is Driving Me CrazyTom T. Hall,33
18294,(if You Add) All The Love In The WorldMac Davis,119
18295,Somewhere In The NightBatdorf & Rodney,51
18296,Don't Stop It NowHot Chocolate,98
18297,Don't Touch Me ThereThe Tubes,52
18298,Don't Stop Believin'Olivia Newton-John,117
18299,Satin SheetsBellamy Brothers,15
18300,"Darlin' Darlin' Baby (Sweet, Tender, Love)The O'Jays",4
18301,Come In From The RainCaptain & Tennille,103
18302,Could Heaven Ever Be Like This (Part 1)Idris Muhammad,59
18303,Prove It All NightBruce Springsteen,27
18304,Rockin' Into The Night38 Special,60
18305,Baby Don't GoKarla Bonoff,31
18306,Run Like HellPink Floyd,101
18307,Southern PacificNeil Young/Crazy Horse,59
18308,Baby Step BackGordon Lightfoot,46
18309,Right Here And NowBill Medley,59
18310,Sharp Dressed ManZZ Top,115
18311,Ship To ShoreChris de Burgh,15
18312,Since You've Been GoneThe Outfield,60
18313,Coming Up YouThe Cars,116
18314,Rock & Roll StrategyThirty Eight Special,59
18315,CircleEdie Brickell & New Bohemians,110
18316,Baby Come To MeRegina Belle,106
18317,Dirty DeedsJoan Jett,16
18318,Bitter TearsINXS,15
18319,Seal Our FateGloria Estefan,32
18320,"Baby, I Believe In YouGeorge LaMond",59
18321,Be My Baby TonightJohn Michael Montgomery,41
18322,Age Ain't Nothing But A NumberAaliyah,110
18323,"Already Missing YouGerald Levert & Eddie Levert, Sr.",108
18324,Out Of My BonesRandy Travis,108
18325,Sin So WellRebekah,93
18326,(Do You) Wanna RideReel Tight,32
18327,The Chanukah SongAdam Sandler,118
18328,That Don't Impress Me MuchShania Twain,2
18329,She's Always RightClay Walker,52
18330,Smoke Rings In The DarkGary Allan,4
18331,Cold Day In JulyDixie Chicks,60
18332,Soldier's HeartR. Kelly,1
18333,Axel FCrazy Frog,45
18334,Again And AgainJewel,116
18335,Don't WaitDashboard Confessional,82
18336,Can't Tell Me NothingKanye West,92
18337,Dance Like There's No TomorrowPaula Abdul & Randy Jackson,15
18338,Come HomeOneRepublic With Sara Bareilles,59
18339,Take Your Shirt OffT-Pain,95
18340,Our Kind Of LoveLady Antebellum,107
18341,As If We Never Said GoodbyeGlee Cast,4
18342,BadGlee Cast,65
18343,Say AahLindsey Pavao,33
18344,All Too WellTaylor Swift,13
18345,Achy Breaky 2Buck 22 Featuring Billy Ray Cyrus,103
18346,Bad BloodTaylor Swift Featuring Kendrick Lamar,112
18347,All Your FaultBig Sean Featuring Kanye West,72
18348,Bad ThingsMachine Gun Kelly x Camila Cabello,59
18349,DineroJennifer Lopez Featuring DJ Khaled & Cardi B,2
18350,BellyLil Baby & Gunna,2
18351,Beautiful DelilahChuck Berry,98
18352,Prisoner's SongWarren Storm,85
18353,Teasin'Quaker City Boys,59
18354,Telling LiesFats Domino,66
18355,The BeatThe Rockin R's,59
18356,The Enchanted SeaThe Exotic Sounds of Martin Denny,59
18357,Since I Met You BabyBobby Vee,51
18358,A Love Of My OwnCarla Thomas,33
18359,Please Don't GoRal Donner,17
18360,Susie Darlin'Tommy Roe,100
18361,A Little Bit Now (A Little Bit Later)The Majors,59
18362,That's The Way Love IsBobby Bland,98
18363,Baby WorkoutJackie Wilson,108
18364,Sting RayThe Routers,17
18365,Surf PartyChubby Checker,10
18366,Speed BallRay Stevens,17
18367,Saturday NightThe New Christy Minstrels,98
18368,Al-Di-LaThe Ray Charles Singers,59
18369,Tell Her NoThe Zombies,16
18370,4 - By The BeatlesThe Beatles,63
18371,(Here They Come) From All Over The WorldJan & Dean,52
18372,Somebody Else Is Taking My PlaceAl Martino,59
18373,Shake And FingerpopJr. Walker & The All Stars,60
18374,A Time To Love-A Time To Cry (Petite Fleur)Lou Johnson,59
18375,Are You There (With Another Girl)Dionne Warwick,117
18376,Breakin' Up Is Breakin' My HeartRoy Orbison,59
18377,(I Washed My Hands In) Muddy WaterJohnny Rivers,59
18378,A Million And OneVic Dana,51
18379,All I See Is YouDusty Springfield,32
18380,Alvin's Boo-Ga-LooAlvin Cash & The Registers,59
18381,Pipe DreamBlues Magoos,85
18382,All I NeedThe Temptations,22
18383,Don't Go Out Into The Rain (You're Going To Melt)Herman's Hermits,51
18384,Out & AboutTommy Boyce & Bobby Hart,66
18385,Shout BamalamaMickey Murray,119
18386,Are You Never Coming HomeSandy Posey,17
18387,Soul ManRamsey Lewis,98
18388,Baby You Got ItBrenton Wood,4
18389,Storybook ChildrenBilly Vera & Judy Clay,52
18390,A Working Man's PrayerArthur Prysock,59
18391,Private NumberJudy Clay & William Bell,59
18392,Put Your Head On My ShoulderThe Lettermen,4
18393,"Soul Sister, Brown SugarSam & Dave",117
18394,Soul ExperienceIron Butterfly,98
18395,ShotgunVanilla Fudge,98
18396,Simple Song Of FreedomTim Hardin,108
18397,Son Of A Lovin' ManBuchanan Brothers,45
