,track_id,cluster
639,Step By StepEddie Rabbitt,35
640,Almost Paradise...Love Theme From FootlooseMike Reno And Ann Wilson,42
641,Axel FHarold Faltermeyer,65
642,Rhythm Is Gonna Get YouGloria Estefan & Miami Sound Machine,94
643,Alphabet St.Prince,26
644,Can We TalkTevin Campbell,36
645,Show Me The Meaning Of Being LonelyBackstreet Boys,112
646,Can't Get You Out Of My HeadKylie Minogue,30
647,Blame ItJamie Foxx Featuring T-Pain,8
648,(We Ain't Got) Nothin' YetBlues Magoos,82
649,Son-Of-A Preacher ManDusty Springfield,42
650,All Right NowFree,79
651,Sooner Or LaterThe Grass Roots,60
652,DesiderataLes Crane,56
653,Clean Up WomanBetty Wright,13
654,A Cowboys Work Is Never DoneSonny & Cher,69
655,P.Y.T. (Pretty Young Thing)Michael Jackson,42
656,A Thousand MilesVanessa Carlton,64
657,Sorry 2004Ruben Studdard,94
658,Only YouFranck Pourcel's French Fiddles,62
659,Ain't No Woman (Like The One I've Got)Four Tops,88
660,I LikeMen Without Hats,19
661,HeartachePepsi & Shirlie,1
662,Ever Since The World BeganTommy Shaw,5
663,Heart Don't Fail Me NowHolly Knight,0
664,I Was Jack (You Were Diane)Jake Owen,118
665,Jenny BrownThe Smothers Brothers,93
666,Home Of The BraveBonnie & The Treasures,57
667,I Ain't Gonna Eat Out My Heart AnymoreThe Young Rascals,34
668,I Dig You BabyJerry Butler,97
669,I'll Always Have Faith In YouCarla Thomas,67
670,It's Got To Be MellowLeon Haywood,21
671,God Bless Whoever Sent YouThe Originals,93
672,Me And My Baby Got A Good Thing GoingLyn Collins,57
673,Nobody WinsBrenda Lee,11
674,I Found SunshineThe Chi-lites,34
675,"Like The Weather10,000 Maniacs",57
676,I Wanna Get Back With YouLouie Louie,62
677,FinallyCeCe Peniston,39
678,Night In My VeinsPretenders,82
679,Moan & GroanMark Morrison,19
680,I Wanna KnowJoe,55
681,Gal Yuh Ah LeadT.O.K.,38
682,Me & UCassie,29
683,Little BoxesPete Seeger,48
684,Look Through Any WindowThe Hollies,82
685,Loving You Is Sweeter Than EverFour Tops,28
686,"Mighty MightyEarth, Wind & Fire",75
687,He's A PretenderHigh Inergy,62
688,Dub Be Good To MeBeats International,97
689,MonsterFred Schneider,67
690,My LoveLittle Texas,75
691,Marry MeTrain,92
692,Let Her GoPassenger,92
693,Leave Me Alone (Let Me Cry)Dicky Doo And The Don'ts,85
694,Go Now!The Moody Blues,27
695,I Can't Grow Peaches On A Cherry TreeJust Us,93
696,I Don't Want To Lose YouJackie Wilson,34
697,Mighty JoeThe Shocking Blue,62
698,I'm Doin' Fine NowNew York City,21
699,Gimme Your Good Lovin'Diving For Pearls,62
700,It's Over NowL.A. Guns,97
701,Losin' MyselfDebbie Gibson,97
702,La La LoveBobby Ross Avila,62
703,It's Your WorldMarty Robbins,97
704,Looking With My EyesDionne Warwick,57
705,If Love Is In Your HeartFriend And Lover,93
706,Live It Up Part 1The Isley Brothers,93
707,I'll Play The FoolDr. Buzzard's Original Savannah Band,97
708,LyingPeter Frampton,21
709,If Your Heart Isn't In ItAtlantic Starr,5
710,Good MusicJoan Jett & the Blackhearts,34
711,ExclusivityDamian Dame,97
712,My Fallen AngelCoro,68
713,MercyBrett Young,92
714,"Exclusively YoursCarl Dobkins, Jr.",62
715,Hold Back The TearsThe Delacardos,93
716,For Your Sweet LoveThe Cascades,67
717,Give All Your Love To MeGerry And The Pacemakers,21
718,Love Will Keep Us TogetherCaptain & Tennille,39
719,King Without A CrownMatisyahu,75
720,Leave The Night OnSam Hunt,8
721,ExchangeBryson Tiller,96
722,How Not ToDan + Shay,8
723,On Bended KneesClarence Henry,38
724,Never In A Million YearsLinda Scott,62
725,Never SatisfiedGood 2 Go,62
726,Misery BusinessParamore,8
727,Me EnamoraJuanes,118
728,Good TimeAlan Jackson,39
729,Like Jesus DoesEric Church,109
730,Growing PainsAlessia Cara,72
731,Down By The RiversideLes Compagnons De La Chanson,62
732,I RememberMaurice Williams & The Zodiacs,0
733,Me And My ArrowNilsson,75
734,I'd Love To Change The WorldTen Years After,27
735,I Never Said GoodbyeEngelbert Humperdinck,11
736,In The Midnight HourCross Country,119
737,Girl ToniteTwista Featuring Trey Songz,109
738,Must Be Doin' Somethin' RightBilly Currington,8
739,MaybeSick Puppies,99
740,No Church In The WildJay Z Kanye West Featuring Frank Ocean,91
741,Meanwhile Back At Mama'sTim McGraw Featuring Faith Hill,73
742,Earned It (Fifty Shades Of Grey)The Weeknd,90
743,Money BagCardi B,2
744,I Am Who They Say I AmYoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,13
745,Just DanceLady Gaga Featuring Colby O'Donis,2
746,Got Me GoingDAY26,84
747,Mama SaidLukas Graham,71
748,I'm In A Philly MoodDaryl Hall,116
749,Keep It Comin' (Dance Till You Can't Dance No More!)C+C Music Factory,62
750,Guys My AgeHey Violet,2
751,Love Me For What I Am/there Ain't No WayLobo,1
752,GonnaBlake Shelton,16
753,Miss YouJaye P. Morgan,57
754,My Daddy Knows BestThe Marvelettes,66
755,Night And DaySergio Mendes & Brasil '66,116
756,KnuckleheadBar-Kays,67
757,On The Way HomeThe Buffalo Springfield,1
758,"KayJohn Wesley Ryles, I",38
759,Good Morning StarshineStrawberry Alarm Clock,117
760,ForeverMercy,98
761,Je T'Aime...Moi Non PlusJane Birkin Serge Gainsbourg,1
762,LeftoversMillie Jackson,22
763,I Only Want To Be With YouThe Tourists,1
764,I Beg Your PardonKon Kan,74
765,Let Your Soul Be Your PilotSting,63
766,Everything You WantRay J,83
767,Mirror MirrorM2M,13
768,La PachangaAudrey Arno And The Hazy Osterwald Sextet,1
769,I Still Love YouThe Vejtables,85
770,Nobody's Baby AgainDean Martin,46
771,Lonely AgainEddy Arnold,17
772,Love Is Just A Four-Letter WordJoan Baez,1
773,Groovin' (Out On Life)The Newbeats,57
774,I Love You For All SeasonsThe Fuzz,110
775,"Oh No, Not My BabyMerry Clayton",57
776,Gone Too FarEddie Rabbitt,117
777,Love On The AirwavesNight,93
778,No Frills LoveJennifer Holliday,66
779,If You Needed SomebodyBad Company,73
780,Girls & BoysBlur,2
781,Move B***hLudacris Featuring Mystikal & Infamous 2.0,1
782,It's Okay (One Blood)The Game Featuring Junior Reid,41
783,MagnificentRick Ross Featuring John Legend,75
784,Leavin' On Your MindPatsy Cline,88
785,Like A ChildJulie Rogers,1
786,I Need Someone (To Love Me)Z.Z. Hill,57
787,Making A Good Thing BetterOlivia Newton-John,19
788,Love On The PhoneSuzanne Fellini,1
789,Go Down EasyDan Fogelberg,11
790,JanetCommodores,46
791,Get ItStevie Wonder & Michael Jackson,34
792,Fu-Gee-LaFugees,57
793,In Harm's WayBeBe Winans,46
794,Gotta Make ItTrey Songz Featuring Twista,16
795,If You Were MineMarcos Hernandez,1
796,Georgia ClayJosh Kelley,46
797,French Foreign LegionFrank Sinatra,117
798,Merry-Go-RoundMarv Johnson,1
799,If You Gotta Make A Fool Of SomebodyJames Ray,52
800,Memories Of MariaJerry Byrd,1
801,JustineThe Righteous Brothers,38
802,I Wanna Meet YouThe Cryan' Shames,1
803,Let It Be MeGlen Campbell & Bobbie Gentry,86
804,Lady-OThe Turtles,57
805,I Wanna Know If It's Good To You?Funkadelic,11
806,GamesRedeye,38
807,Giving UpDonny Hathaway,47
808,Let's Make A BabyBilly Paul,28
809,O-H-I-OOhio Players,57
810,InformationEric Martin,38
811,I'm Gonna Miss YouKenny Loggins,97
812,"Lullabye (Goodnight, My Angel)Billy Joel",6
813,Luchini aka (This Is It)Camp Lo,6
814,Money In The BankSwizz Beatz,88
815,EnergyKeri Hilson,6
816,Drink To That All NightJerrod Niemann,23
817,Down The Aisle Of LoveThe Quin-Tones,38
818,I Can't Do It By MyselfAnita Bryant,86
819,Lovesick BluesFloyd Cramer,86
820,Give Me One More ChanceWilmer And The Dukes,93
821,No Good To CryThe Poppy Family,57
822,Eddie's LoveEddie Kendricks,22
823,Lady EleanorLindisfarne,84
824,Loose BootySly & The Family Stone,46
825,Foe LifeMack 10,13
826,Let Me Return The FavorAndrea Martin,83
827,Little Tin SoldierThe Toy Dolls,66
828,Heartbreak HotelRoger Miller,119
829,Music From Across The WayJames Last,86
830,"Just As Long As You Need Me, Part IIndependents",62
831,Guns For HireAC/DC,48
832,Family ManCraig Campbell,41
833,Every Little ThingCarly Pearce,109
834,ForeverThe Marvelettes,44
835,Lip Sync (To The Tongue Twisters)Len Barry,85
836,Mornin MorninBobby Goldsboro,57
837,Everything Is Good About YouThe Lettermen,5
838,Gonna Be Alright NowGayle McCormick,62
839,"Lovin' You, Lovin' MeCandi Staton",86
840,Georgia On My MindWillie Nelson,6
841,Innocent EyesGraham Nash,67
842,In Walked LoveExpose,21
843,Have You Ever Been Lonely (Have You Ever Been Blue)Teresa Brewer,0
844,Moon Over NaplesBert Kaempfert And His Orchestra,0
845,If You Gotta Make A Fool Of SomebodyMaxine Brown,93
846,MJB Da MVPMary J. Blige Featuring The Game & 50 Cent,88
847,Drunk GirlChris Janson,72
848,Land Of 1000 DancesChris Kenner,86
849,I Want To Dance With You (Dance With Me)The Ritchie Family,57
850,I Believe In LoveKenny Loggins,68
851,It's Not A Love ThingGeoffrey Williams,0
852,Hey Pretty GirlKip Moore,6
853,How Many Drinks?Miguel,6
854,I Like Me BetterLauv,29
855,Fly Me To The Moon (In Other Words)Tony Bennett,97
856,Headline NewsEdwin Starr,67
857,Norma Jean Wants To Be A Movie StarSundown Company,62
858,From Her Mama (Mama Got A**)Juvenile,57
859,FirecrackerJosh Turner,73
860,EverybodyKeith Urban,44
861,Fever/My CrewRita Coolidge,57
862,Let Me See Ya GirlCole Swindell,118
863,Lights Down LowMAX Featuring gnash,92
864,MendocinoSir Douglas Quintet,48
865,Evil WaysCarlos Santana & Buddy Miles,82
866,Good ThingSage The Gemini Featuring Nick Jonas,75
867,Needles And PinsJackie DeShannon,34
868,Forget DomaniConnie Francis,11
869,Handbags And GladragsChase,97
870,I Wanna Know Your NameThe Intruders,84
871,La GrangeZZ Top,92
872,Move It To The RhythmTechnotronic Featuring Ya Kid K,82
873,Life Ain't Always BeautifulGary Allan,75
874,Look At YouBig & Rich,41
875,Hold On (Tighter To Love)Clubland,21
876,I'm A Fool To CareRay Charles,57
877,Middle Of A MemoryCole Swindell,55
878,Escapate ConmigoWisin Featuring Ozuna,29
879,I Like It Like ThatHot Chelle Rae Featuring New Boyz,14
880,"I Can't Get Enoughbenny blanco, Tainy, Selena Gomez & J Balvin",62
881,High SchoolNicki Minaj Featuring Lil Wayne,110
882,Fancy NancySkip And Flip,85
883,I'll Be Your EverythingYoungstown,46
884,Fire & DesireDrake,92
885,In Case You Didn't KnowBrett Young,96
886,Know What You MeanSister 7,1
887,Envy/FirewaterFat Joe,1
888,Little Red WagonMiranda Lambert,13
889,Killer JoeThe Kingsmen,67
890,Guess Who's BackScarface Featuring Jay-Z & Beanie Sigel,110
891,Let's DanceChris Rea,41
892,Magic Carpet RideBardeux,67
893,For The Cool In YouBabyface,75
894,I Can't Tell The Bottom From The TopThe Hollies,11
895,Leavin'Tony Toni Tone,33
896,Everybody Be SomebodyRuffneck Featuring Yavahn,68
897,Notorious B.I.G.The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,86
898,I'm A HustlaCassidy,13
899,"Me, Myself & IG-Eazy x Bebe Rexha",59
900,Midnight LaceRay Ellis,62
901,Humps For The Blvd.Rodney O & Joe Cooley,62
902,Got 2 Luv USean Paul Featuring Alexis Jordan,44
903,Mr. MisunderstoodEric Church,39
904,La Dolce Vita (The Sweet Life)Ray Ellis And His Orchestra,62
905,No Not MuchThe Smoke Ring,1
906,It's Your LifeAndy Kim,1
907,Greenwood MississippiLittle Richard,117
908,I Pity The FoolAnn Peebles,11
909,I Hear Those Church Bells RingingDusk,57
910,My MariaBrooks & Dunn,39
911,If I Could Go!Angie Martinez Featuring Lil' Mo & Sacario,1
912,How 'Bout Them CowgirlsGeorge Strait,107
913,Hard To LoveLee Brice,29
914,Lookin' For That GirlTim McGraw,47
915,God Made GirlsRaeLynn,41
916,From Russia With LoveThe Village Stompers,21
917,Jerk And TwineJackie Ross,0
918,Get Up And Get DownThe Dramatics,28
919,Fools Like MeLorenzo Lamas,1
920,How Country FeelsRandy Houser,23
921,I Really Love YouDee Dee Sharp,47
922,Just One More DayOtis Redding,48
923,I Love YouPeople,34
924,JubilationPaul Anka,62
925,I Only Have Eyes For YouJerry Butler,93
926,I'll Be Holding OnAl Downing,57
927,High EnergyEvelyn Thomas,48
928,Just The Way (Playas Play)Alfonzo Hunter,1
929,Freek-A-LeekPetey Pablo,62
930,I Can't Leave Your Love AloneClarence Carter,34
931,"Hot Pants - I'm Coming, Coming, I'm ComingBobby Byrd",84
932,Good MorningMichael Redway,62
933,Kentucky MoonrunnerCledus Maggard And The Citizen's Band,1
934,I Threw It All AwayBob Dylan,82
935,Makin' The Best Of A Bad SituationDick Feller,93
936,If Love Must GoDobie Gray,57
937,Love Is Better In The A.M. (Part 1)Johnnie Taylor,57
938,Miss CaliforniaDante Thomas Featuring Pras,62
939,Get LowLil Jon & The East Side Boyz Featuring Ying Yang Twins,118
940,One Mint JulepChet Atkins,62
941,My Friends Over YouNew Found Glory,73
942,Love Don't Live HereLady Antebellum,109
943,Love Like WoeThe Ready Set,118
944,For Me And My GalFreddy Cannon,85
945,One Last TimeGlen Campbell,38
946,Holla HollaJa Rule,75
947,Enough Of No LoveKeyshia Cole Featuring Lil Wayne,47
948,"I'll Take You HomeThe Corsairs Featuring Jay ""Bird"" Uzzell",62
949,Humphrey The CamelJack Blanchard & Misty Morgan,85
950,Heartspark DollarsignEverclear,82
951,More Than MilesBrantley Gilbert,41
952,Hangin' OnChris Young,8
953,Love's Gonna Make It AlrightGeorge Strait,107
954,I Don't Know How To Love HimHelen Reddy,47
955,FishCraig Campbell,41
956,On Top Of The WorldImagine Dragons,118
957,Last KissWednesday,67
958,HungryWinger,47
959,DreamsDiana DeGarmo,93
960,One Less Lonely GirlJustin Bieber,71
961,H*A*MKanye West Jay Z,62
962,Hear Me CallingJuice WRLD,49
963,My Homies StillLil Wayne Featuring Big Sean,6
964,DownFifth Harmony Featuring Gucci Mane,72
965,One More NightMaroon 5,14
966,First TimeLifehouse,102
967,"GetawayEarth, Wind & Fire",4
968,It's O.k.The Beach Boys,66
969,JosieSteely Dan,60
970,Little Jackie Wants To Be A StarLisa Lisa And Cult Jam,22
971,Nothin' My Love Can't FixJoey Lawrence,42
972,Hey Harmonica ManStevie Wonder,22
973,Help MeJoni Mitchell,110
974,Hello Old FriendEric Clapton,33
975,Hot LegsRod Stewart,27
976,He's The Greatest DancerSister Sledge,30
977,I Want You TonightPablo Cruise,31
978,Flesh For FantasyBilly Idol,81
979,HourglassSqueeze,116
980,MentirosaMellow Man Ace,27
981,Mama Said Knock You OutLL Cool J,101
982,HeadsprungLL Cool J,72
983,It's All Over NowThe Rolling Stones,75
984,My Girl JosephineJerry Jaye,11
985,Little Green BagGeorge Baker Selection,88
986,FantasyAldo Nova,45
987,Make Love StayDan Fogelberg,63
988,Modern Day DelilahVan Stephenson,42
989,Just One TimeDon Gibson,22
990,I'll Never Love This Way AgainDionne Warwick,2
991,Finish What Ya StartedVan Halen,60
992,Low LifeFuture Featuring The Weeknd,20
993,Drift AwayDobie Gray,110
994,Night MovesBob Seger,2
995,One HeartbeatSmokey Robinson,63
996,EverythingJody Watley,99
997,My Mistake (Was To Love You)Diana Ross & Marvin Gaye,4
998,I Feel A Song (In My Heart)/Don't Burn Down The BridgeGladys Knight And The Pips,57
999,Love MeYvonne Elliman,108
1000,Goin' DownGreg Guidry,57
1001,Nobody Does It BetterCarly Simon,45
1002,Girls Nite OutTyler Collins,1
1003,Model GirlJohnny Maestro,67
1004,LandslideDixie Chicks,50
1005,Frontin'Pharrell Featuring Jay-Z,118
1006,My Love Is Like... WoMya,45
1007,I'm SprungT-Pain,118
1008,In The Middle Of A HeartacheWanda Jackson,0
1009,It Hurts To Be In LoveGene Pitney,5
1010,Hold On! I'm A Comin'Sam & Dave,97
1011,I Will Always Think About YouThe New Colony Six,57
1012,Let You DownNF,96
1013,Heartbreak HotelWhitney Houston Feat. Faith Evans & Kelly Price,45
1014,Little DevilNeil Sedaka,7
1015,Got MoneyLil Wayne Featuring T-Pain,89
1016,Give Ireland Back To The IrishWings,33
1017,La BambaRitchie Valens,71
1018,Like StrangersThe Everly Brothers,51
1019,Halfway To ParadiseBobby Vinton,114
1020,LuckyBritney Spears,104
1021,Groove ThangZhane,81
1022,"I Like It, I Love ItTim McGraw",30
1023,Girl U For Me/Lose ControlSilk,59
1024,First QuarrelPaul and Paula,0
1025,It Was A Very Good YearFrank Sinatra,13
1026,"I Like (From ""The Nutty Professor"")Montell Jordan Featuring Slick Rick",18
1027,ImpossibleShontelle,118
1028,FriendsMarshmello & Anne-Marie,64
1029,Happenings Ten Years Time AgoThe Yardbirds,5
1030,From His Woman To YouBarbara Mason,117
1031,Keep Your Hands To YourselfThe Georgia Satellites,27
1032,I'll Be Good To YouQuincy Jones Featuring Ray Charles & Chaka Khan,46
1033,FlexMad Cobra,41
1034,Forgot About DreDr. Dre Featuring Eminem,78
1035,Make It RainFat Joe Featuring Lil Wayne,7
1036,In The AyerFlo Rida Featuring will.i.am,12
1037,Dutchman's GoldWalter Brennan With Billy Vaughn and his Orchestra,62
1038,Full Of FireAl Green,84
1039,Juke Box HeroForeigner,112
1040,Leave A Tender Moment AloneBilly Joel,4
1041,HopelesslyRick Astley,52
1042,"I'm So HoodDJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",74
1043,Flex (Ooh Ooh Ooh)Rich Homie Quan,6
1044,Hully Gully BabyThe Dovells,21
1045,Isn't Life StrangeThe Moody Blues,63
1046,Let It RideBachman-Turner Overdrive,101
1047,Never Let Her GoDavid Gates,47
1048,Old Time Rock & RollBob Seger & The Silver Bullet Band,79
1049,Find Your Way BackJefferson Starship,60
1050,EverydayPhil Collins,14
1051,Hooka TookaChubby Checker,98
1052,No Arms Can Ever Hold YouThe Bachelors,97
1053,HummingbirdSeals & Crofts,63
1054,It's A LaughDaryl Hall John Oates,46
1055,Love Me TomorrowChicago,95
1056,I.g.y. (what A Beautiful World)Donald Fagen,18
1057,I Can't Drive 55Sammy Hagar,45
1058,GoodbyeNight Ranger,110
1059,Jump StartNatalie Cole,117
1060,I Like ItSammie,45
1061,I'm Different2 Chainz,118
1062,Nothing Can Stop MeGene Chandler,34
1063,I Love You DropsVic Dana,32
1064,Let It Shine/He Ain't Heavy...He's My BrotherOlivia Newton-John,42
1065,FfunConFunkShun,1
1066,Oh What A Night For DancingBarry White,84
1067,LadyThe Whispers,56
1068,Let's Stay TogetherTina Turner,101
1069,Love Will Show Us HowChristine McVie,70
1070,If She Would Have Been Faithful. . .Chicago,16
1071,Hat 2 Da BackTLC,84
1072,Larger Than LifeBackstreet Boys,30
1073,Like GlueSean Paul,118
1074,Letter From SherryDale Ward,59
1075,Let The Good Times Roll & Feel So GoodBunny Sigler,19
1076,I Was Made For Dancin'Leif Garrett,60
1077,Love Is Alright ToniteRick Springfield,108
1078,I Still BelieveBrenda K. Starr,56
1079,Forever YoungRod Stewart,88
1080,I Feel The Earth MoveMartika,74
1081,DriveR.E.M.,78
1082,I've Got The Music In MeThe Kiki Dee Band,66
1083,I'd Really Love To See You TonightEngland Dan & John Ford Coley,27
1084,Missed OpportunityDaryl Hall John Oates,114
1085,Give It UpWilson Phillips,83
1086,GrenadeBruno Mars,64
1087,Marry MeJason Derulo,101
1088,Lookin' For A LoveBobby Womack,15
1089,Oh Very YoungCat Stevens,27
1090,"Long, Long Way From HomeForeigner",60
1091,Let Her CryHootie & The Blowfish,55
1092,Let's Get DownBow Wow Featuring Baby,46
1093,Nobody Loves Me Like YouThe Flamingos,32
1094,Love Walked InDinah Washington,22
1095,La La Peace SongAl Wilson,97
1096,FishnetMorris Day,98
1097,I'll Get ByEddie Money,56
1098,"My Love, Forgive Me (Amore, Scusami)Robert Goulet",11
1099,Music Box DancerFrank Mills,116
1100,Just Another DayJon Secada,107
1101,Harder To BreatheMaroon 5,50
1102,Knock On WoodOtis & Carla,48
1103,Loving Her Was Easier (Than Anything I'll Ever Do Again)Kris Kristofferson,110
1104,I Got My Mind Made Up (You Can Get It Girl)Instant Funk,27
1105,No LimitG-Eazy Featuring A$AP Rocky & Cardi B,111
1106,Ice BoxOmarion,2
1107,FatherLL Cool J,105
1108,I Was Kaiser Bill's BatmanWhistling Jack Smith,42
1109,For My Good FortunePat Boone,18
1110,"Go The Distance (From ""Hercules"")Michael Bolton",18
1111,Finally Found YouEnrique Iglesias Featuring Sammy Adams,74
1112,Let's Go Steady AgainNeil Sedaka,19
1113,Never On SundayDon Costa And His Orchestra And Chorus,59
1114,Let Your Hair DownThe Temptations,22
1115,Feel It BoyBeenie Man Featuring Janet,26
1116,Keep The FaithBon Jovi,65
1117,Find Another GirlJerry Butler,32
1118,Love MyselfHailee Steinfeld,79
1119,If I Had A GirlRod Lauren,21
1120,Mack The KnifeElla Fitzgerald,82
1121,"Hello HelloThe Sopwith ""Camel""",62
1122,Move OverSteppenwolf,69
1123,Old ManNeil Young,78
1124,Let's Straighten It OutLatimore,56
1125,One Man Band (Plays All Alone)Ronnie Dyson,83
1126,If You Remember MeChris Thompson & Night,117
1127,Object Of My DesireStarpoint,4
1128,If She Knew What She WantsThe Bangles,15
1129,In The House Of Stone And LightMartin Page,63
1130,No One ElseTotal,70
1131,Forever MineThe O'Jays,95
1132,JoeyConcrete Blonde,27
1133,Man To ManGary Allan,4
1134,Mr. SaxobeatAlexandra Stan,39
1135,GoneJoey Heatherton,83
1136,Get Used To ItRoger Voudouris,47
1137,HeartbreakerPat Benatar,50
