,track_id,cluster,peak_pos,artist,track
17025,Feels Like HeavenPeter Cetera (Duet With Chaka Khan),1,88.0,Peter Cetera (Duet With Chaka Khan),Feels Like Heaven
17026,Hope Of DeliverancePaul McCartney,93,88.0,Paul McCartney,Hope Of Deliverance
17027,Good Times With Bad BoysBoy Krazy,82,88.0,Boy Krazy,Good Times With Bad Boys
17028,Mind Blowin'Smooth,114,88.0,Smooth,Mind Blowin'
17029,Off The BooksThe Beatnuts Featuring Big Punisher & Cuban Link,107,88.0,The Beatnuts Featuring Big Punisher & Cuban Link,Off The Books
17030,Love For FreeRell Featuring Jay-Z,108,88.0,Rell Featuring Jay-Z,Love For Free
17031,Love Like WinterAFI,31,88.0,AFI,Love Like Winter
17032,Going OnGnarls Barkley,21,88.0,Gnarls Barkley,Going On
17033,MagicRobin Thicke,44,91.0,Robin Thicke,Magic
17034,Hot N ColdKaty Perry,81,88.0,Katy Perry,Hot N Cold
17035,It's OverJesse McCartney,11,88.0,Jesse McCartney,It's Over
17036,Maybe This TimeGlee Cast Featuring Kristin Chenoweth,3,88.0,Glee Cast Featuring Kristin Chenoweth,Maybe This Time
17037,Kings And QueensThirty Seconds To Mars,20,94.0,Thirty Seconds To Mars,Kings And Queens
17038,Hope She Cheats On You (With A Basketball Player)Marsha Ambrosius,69,88.0,Marsha Ambrosius,Hope She Cheats On You (With A Basketball Player)
17039,Knock KnockMac Miller,48,88.0,Mac Miller,Knock Knock
17040,I Got YouJack Johnson,3,88.0,Jack Johnson,I Got You
17041,InvisibleHunter Hayes,8,93.0,Hunter Hayes,Invisible
17042,Glory And GoreLorde,26,88.0,Lorde,Glory And Gore
17043,Get On Your KneesNicki Minaj Featuring Ariana Grande,85,88.0,Nicki Minaj Featuring Ariana Grande,Get On Your Knees
17044,Hold My HandJess Glynne,86,94.0,Jess Glynne,Hold My Hand
17045,HaloJordan Smith,86,88.0,Jordan Smith,Halo
17046,How Far I'll GoAlessia Cara,73,94.0,Alessia Cara,How Far I'll Go
17047,"On EverythingDJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",44,88.0,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",On Everything
17048,HonestThe Chainsmokers,35,88.0,The Chainsmokers,Honest
17049,Made For NowJanet & Daddy Yankee,26,88.0,Janet & Daddy Yankee,Made For Now
17050,GnarlyKodak Black Featuring Lil Pump,49,88.0,Kodak Black Featuring Lil Pump,Gnarly
17051,Joe Joe GunneChuck Berry,1,89.0,Chuck Berry,Joe Joe Gunne
17052,Hawaiian War ChantBilly Vaughn And His Orchestra,1,89.0,Billy Vaughn And His Orchestra,Hawaiian War Chant
17053,I'll Be Seeing YouPoni-Tails,107,92.0,Poni-Tails,I'll Be Seeing You
17054,My Little MarineJamie Horton,1,89.0,Jamie Horton,My Little Marine
17055,Down The Street To 301Johnny Cash And The Tennessee Two,1,89.0,Johnny Cash And The Tennessee Two,Down The Street To 301
17056,Is There Something On Your MindJack Scott,78,89.0,Jack Scott,Is There Something On Your Mind
17057,In Between TearsLenny Miles,105,89.0,Lenny Miles,In Between Tears
17058,Mashed Potatoes U.S.A.James Brown And The Famous Flames,1,89.0,James Brown And The Famous Flames,Mashed Potatoes U.S.A.
17059,I'm So Lonesome I Could CryJohnny Tillotson,21,89.0,Johnny Tillotson,I'm So Lonesome I Could Cry
17060,Let's StompBobby Comstock,99,89.0,Bobby Comstock,Let's Stomp
17061,KikoJimmy McGriff,78,89.0,Jimmy McGriff,Kiko
17062,It Ain't No UseMajor Lance,107,89.0,Major Lance,It Ain't No Use
17063,Look AwayGarnet Mimms,119,89.0,Garnet Mimms,Look Away
17064,Land Of A Thousand Dances (Part I)Thee Midniters,1,89.0,Thee Midniters,Land Of A Thousand Dances (Part I)
17065,Lipstick Traces (On A Cigarette)The O'Jays,1,89.0,The O'Jays,Lipstick Traces (On A Cigarette)
17066,One Monkey Don't Stop No ShowJoe Tex,116,89.0,Joe Tex,One Monkey Don't Stop No Show
17067,Inky Dinky Spider (The Spider Song)The Kids Next Door,1,89.0,The Kids Next Door,Inky Dinky Spider (The Spider Song)
17068,HurtLittle Anthony And The Imperials,105,89.0,Little Anthony And The Imperials,Hurt
17069,Money (That's What I Want) (Part 1)Jr. Walker & The All Stars,1,89.0,Jr. Walker & The All Stars,Money (That's What I Want) (Part 1)
17070,I Dig GirlsJ.J. Jackson,1,89.0,J.J. Jackson,I Dig Girls
17071,I've Lost YouJackie Wilson,40,89.0,Jackie Wilson,I've Lost You
17072,It's Cold OutsideThe Choir,31,89.0,The Choir,It's Cold Outside
17073,Give Me TimeDusty Springfield,49,89.0,Dusty Springfield,Give Me Time
17074,Fall In Love With MeBettye Swann,73,89.0,Bettye Swann,Fall In Love With Me
17075,Hey Hey BunnyJohn Fred And The Playboys,1,89.0,John Fred And The Playboys,Hey Hey Bunny
17076,Funky Walk Part I (East)Dyke And The Blazers,1,89.0,Dyke And The Blazers,Funky Walk Part I (East)
17077,I Heard It Thru The GrapevineKing Curtis & The Kingpins,1,89.0,King Curtis & The Kingpins,I Heard It Thru The Grapevine
17078,From The Teacher To The PreacherGene Chandler & Barbara Acklin,36,89.0,Gene Chandler & Barbara Acklin,From The Teacher To The Preacher
17079,In My RoomSagittarius,65,89.0,Sagittarius,In My Room
17080,Maybe The Rain Will FallThe Cascades,1,89.0,The Cascades,Maybe The Rain Will Fall
17081,No One For Me To Turn ToSpiral Starecase,10,89.0,Spiral Starecase,No One For Me To Turn To
17082,Farther On Down The RoadJoe Simon,49,89.0,Joe Simon,Farther On Down The Road
17083,I Can't Believe That You've Stopped Loving MeCharley Pride,49,89.0,Charley Pride,I Can't Believe That You've Stopped Loving Me
17084,Heartbreak HotelFrijid Pink,1,89.0,Frijid Pink,Heartbreak Hotel
17085,Hot PantsSalvage,1,89.0,Salvage,Hot Pants
17086,How Did We Lose It BabyJerry Butler,83,89.0,Jerry Butler,How Did We Lose It Baby
17087,I'm Still WaitingDiana Ross,45,89.0,Diana Ross,I'm Still Waiting
17088,Living Without YouManfred Mann's Earth Band,85,89.0,Manfred Mann's Earth Band,Living Without You
17089,Men Of LearningVigrass & Osborne,1,89.0,Vigrass & Osborne,Men Of Learning
17090,Love SongTommy James,35,89.0,Tommy James,Love Song
17091,Money Back GuaranteeFive Man Electrical Band,93,89.0,Five Man Electrical Band,Money Back Guarantee
17092,I Am What I AmLois Fletcher,1,89.0,Lois Fletcher,I Am What I Am
17093,Like They Say In L.A.East L.A. Car Pool,1,89.0,East L.A. Car Pool,Like They Say In L.A.
17094,Manhattan SpiritualMike Post,1,89.0,Mike Post,Manhattan Spiritual
17095,Honey ChildBad Company,15,89.0,Bad Company,Honey Child
17096,"Light Up The World With SunshineHamilton, Joe Frank & Dennison",1,89.0,"Hamilton, Joe Frank & Dennison",Light Up The World With Sunshine
17097,GoofusCarpenters,82,89.0,Carpenters,Goofus
17098,Love Of My LifeGino Vannelli,91,89.0,Gino Vannelli,Love Of My Life
17099,"Man Smart, Woman SmarterRobert Palmer",58,89.0,Robert Palmer,"Man Smart, Woman Smarter"
17100,Hold Back The NightGraham Parker And The Rumour,116,89.0,Graham Parker And The Rumour,Hold Back The Night
17101,My Best Friend's WifePaul Anka,21,89.0,Paul Anka,My Best Friend's Wife
17102,Down The HallThe 4 Seasons,37,89.0,The 4 Seasons,Down The Hall
17103,Nothing But A BreezeJesse Winchester,8,89.0,Jesse Winchester,Nothing But A Breeze
17104,Little QueenHeart,74,89.0,Heart,Little Queen
17105,Goin' PlacesThe Jacksons,46,89.0,The Jacksons,Goin' Places
17106,LightsJourney,82,89.0,Journey,Lights
17107,DriftwoodThe Moody Blues,62,89.0,The Moody Blues,Driftwood
17108,Love Is Gonna Come At LastBadfinger,85,89.0,Badfinger,Love Is Gonna Come At Last
17109,Just Another NightIan Hunter,8,89.0,Ian Hunter,Just Another Night
17110,I've Got The Next DanceDeniece Williams,57,89.0,Deniece Williams,I've Got The Next Dance
17111,Hold On To The NightHotel,100,89.0,Hotel,Hold On To The Night
17112,I Do Believe In YouPages,69,89.0,Pages,I Do Believe In You
17113,I Shoulda Loved YaNarada Michael Walden,25,89.0,Narada Michael Walden,I Shoulda Loved Ya
17114,Loving You With My EyesStarland Vocal Band,1,89.0,Starland Vocal Band,Loving You With My Eyes
17115,It Takes TimeThe Marshall Tucker Band,45,89.0,The Marshall Tucker Band,It Takes Time
17116,Just For The MomentRay Kennedy,15,89.0,Ray Kennedy,Just For The Moment
17117,Love And LonelinessThe Motors,68,89.0,The Motors,Love And Loneliness
17118,On The ReboundRuss Ballard,82,89.0,Russ Ballard,On The Rebound
17119,My MistakeThe Kingbees,73,89.0,The Kingbees,My Mistake
17120,My Guy/My GirlAmii Stewart & Johnny Bristol,1,89.0,Amii Stewart & Johnny Bristol,My Guy/My Girl
17121,Let Me GoThe Rings,35,89.0,The Rings,Let Me Go
17122,Not Fade AwayEric Hine,1,89.0,Eric Hine,Not Fade Away
17123,La La Means I Love YouTierra,7,89.0,Tierra,La La Means I Love You
17124,Memories Of Days Gone ByFred Parris & The Five Satins,1,89.0,Fred Parris & The Five Satins,Memories Of Days Gone By
17125,No One Like YouScorpions,55,89.0,Scorpions,No One Like You
17126,LuanneForeigner,97,89.0,Foreigner,Luanne
17127,How Can I Live Without HerChristopher Atkins,1,89.0,Christopher Atkins,How Can I Live Without Her
17128,Get It RightAretha Franklin,88,89.0,Aretha Franklin,Get It Right
17129,Living On The EdgeJim Capaldi,103,89.0,Jim Capaldi,Living On The Edge
17130,Four Little DiamondsElectric Light Orchestra,108,89.0,Electric Light Orchestra,Four Little Diamonds
17131,Little LadyDuke Jupiter,1,89.0,Duke Jupiter,Little Lady
17132,Feels So Real (Won't Let Go)Patrice Rushen,54,89.0,Patrice Rushen,Feels So Real (Won't Let Go)
17133,Happy EndingJoe Jackson,0,89.0,Joe Jackson,Happy Ending
17134,Eye On YouBilly Squier,103,89.0,Billy Squier,Eye On You
17135,Lonely SchoolTommy Shaw,94,89.0,Tommy Shaw,Lonely School
17136,KayleighMarillion,69,89.0,Marillion,Kayleigh
17137,It's All Right (Baby's Coming Back)Eurythmics,1,89.0,Eurythmics,It's All Right (Baby's Coming Back)
17138,Johnny Come HomeFine Young Cannibals,26,89.0,Fine Young Cannibals,Johnny Come Home
17139,Fire With FireWild Blue,91,89.0,Wild Blue,Fire With Fire
17140,Hot Hot Hot!!!The Cure,87,89.0,The Cure,Hot Hot Hot!!!
17141,Forever YoursTony Terry,1,89.0,Tony Terry,Forever Yours
17142,JackieBlue Zone U.K.,1,89.0,Blue Zone U.K.,Jackie
17143,Jackie BrownJohn Mellencamp,69,89.0,John Mellencamp,Jackie Brown
17144,Love's About to Change My HeartDonna Summer,69,89.0,Donna Summer,Love's About to Change My Heart
17145,Hold OnDonny Osmond,1,89.0,Donny Osmond,Hold On
17146,"How 'Bout Us (From ""True Love"")Grayson Hugh & Betty Wright",1,89.0,Grayson Hugh & Betty Wright,"How 'Bout Us (From ""True Love"")"
17147,Lost SoulBruce Hornsby & The Range With Shawn Colvin,88,89.0,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul
17148,In Your ArmsLittle Caesar,23,89.0,Little Caesar,In Your Arms
17149,Johnny Have You Seen Her?The Rembrandts,114,89.0,The Rembrandts,Johnny Have You Seen Her?
17150,No Doubt About ItNeal McCoy,86,89.0,Neal McCoy,No Doubt About It
17151,Life Ain't EasyCleopatra,93,89.0,Cleopatra,Life Ain't Easy
17152,Just Want You To KnowBackstreet Boys,19,89.0,Backstreet Boys,Just Want You To Know
17153,Freak On A Leash (Unplugged)Korn Featuring Amy Lee,92,89.0,Korn Featuring Amy Lee,Freak On A Leash (Unplugged)
17154,I Will Possess Your HeartDeath Cab For Cutie,13,100.0,Death Cab For Cutie,I Will Possess Your Heart
17155,Live Like We're DyingKris Allen,26,92.0,Kris Allen,Live Like We're Dying
17156,Follow Me Down3OH!3 Featuring Neon Hitch,48,89.0,3OH!3 Featuring Neon Hitch,Follow Me Down
17157,Help Is On The WayRise Against,55,89.0,Rise Against,Help Is On The Way
17158,My LastBig Sean Featuring Chris Brown,37,97.0,Big Sean Featuring Chris Brown,My Last
17159,LullabyNickelback,86,89.0,Nickelback,Lullaby
17160,Let's GoCalvin Harris Featuring Ne-Yo,44,89.0,Calvin Harris Featuring Ne-Yo,Let's Go
17161,New God FlowPusha T Kanye West,2,89.0,Pusha T Kanye West,New God Flow
17162,HelloKarmin,55,89.0,Karmin,Hello
17163,Grandpa (Tell Me 'Bout The Good Old Days)Danielle Bradbery,48,89.0,Danielle Bradbery,Grandpa (Tell Me 'Bout The Good Old Days)
17164,My StoryR. Kelly Featuring 2 Chainz,100,89.0,R. Kelly Featuring 2 Chainz,My Story
17165,John DoeB.o.B Featuring Priscilla,26,89.0,B.o.B Featuring Priscilla,John Doe
17166,I'm The PlugDrake & Future,3,89.0,Drake & Future,I'm The Plug
17167,Drinkin' Too MuchSam Hunt,19,89.0,Sam Hunt,Drinkin' Too Much
17168,I Don'tMariah Carey Featuring YG,30,89.0,Mariah Carey Featuring YG,I Don't
17169,Either WayChris Stapleton,108,97.0,Chris Stapleton,Either Way
17170,"OKRATyler, The Creator",10,89.0,"Tyler, The Creator",OKRA
17171,LovelyBillie Eilish & Khalid,93,91.0,Billie Eilish & Khalid,Lovely
17172,Negative EnergyTrippie Redd Featuring Kodie Shane,3,89.0,Trippie Redd Featuring Kodie Shane,Negative Energy
17173,Little Red Riding HoodBig Bopper,84,90.0,Big Bopper,Little Red Riding Hood
17174,Merry Christmas BabyChuck Berry,24,90.0,Chuck Berry,Merry Christmas Baby
17175,Jo-Jo The Dog-Faced BoyAnnette,1,90.0,Annette,Jo-Jo The Dog-Faced Boy
17176,Mau-MauThe Wailers,1,90.0,The Wailers,Mau-Mau
17177,My Empty RoomLittle Anthony And The Imperials,10,90.0,Little Anthony And The Imperials,My Empty Room
17178,Heartbreak (It's Hurtin' Me)Little Willie John,71,90.0,Little Willie John,Heartbreak (It's Hurtin' Me)
17179,First Taste Of LoveBen E. King,105,90.0,Ben E. King,First Taste Of Love
17180,I Never KnewClyde McPhatter,72,90.0,Clyde McPhatter,I Never Knew
17181,Hully Gully AgainLittle Caesar and The Romans,1,90.0,Little Caesar and The Romans,Hully Gully Again
17182,I Don't Like It Like ThatThe Bobbettes,1,90.0,The Bobbettes,I Don't Like It Like That
17183,Faraway StarThe Chordettes,72,90.0,The Chordettes,Faraway Star
17184,LaughThe Velvets featuring Virgil Johnson,36,90.0,The Velvets featuring Virgil Johnson,Laugh
17185,Happy Jose (Ching-Ching)Jack Ross,1,90.0,Jack Ross,Happy Jose (Ching-Ching)
17186,Lose HerBobby Rydell,1,90.0,Bobby Rydell,Lose Her
17187,I'm On My WayThe Highwaymen,1,90.0,The Highwaymen,I'm On My Way
17188,Number One ManBruce Channel,1,90.0,Bruce Channel,Number One Man
17189,I Found A New BabyBobby Darin,65,90.0,Bobby Darin,I Found A New Baby
17190,JellybreadBooker T. & The MG's,118,95.0,Booker T. & The MG's,Jellybread
17191,Nothing Goes Up (Without Coming Down)Nat King Cole,1,100.0,Nat King Cole,Nothing Goes Up (Without Coming Down)
17192,Memory LaneThe Hippies (Formerly The Tams),1,90.0,The Hippies (Formerly The Tams),Memory Lane
17193,If You Need MeWilson Pickett,113,90.0,Wilson Pickett,If You Need Me
17194,Little Latin Lupe LuThe Righteous Brothers,105,90.0,The Righteous Brothers,Little Latin Lupe Lu
17195,Dum Dum Dee DumJohnny Cymbal,43,90.0,Johnny Cymbal,Dum Dum Dee Dum
17196,It's A Lonely Town (Lonely Without You)Gene McDaniels,1,90.0,Gene McDaniels,It's A Lonely Town (Lonely Without You)
17197,I Could Have Danced All NightBen E. King,113,90.0,Ben E. King,I Could Have Danced All Night
17198,"Hello Mudduh, Hello Fadduh! (A Letter From Camp) (New 1964 Version)Allan Sherman",1,90.0,Allan Sherman,"Hello Mudduh, Hello Fadduh! (A Letter From Camp) (New 1964 Version)"
17199,LumberjackBrook Benton,105,90.0,Brook Benton,Lumberjack
17200,I'm Gonna Love You TooThe Hullaballoos,99,90.0,The Hullaballoos,I'm Gonna Love You Too
17201,I'll Be With You In Apple Blossom TimeWayne Newton,76,90.0,Wayne Newton,I'll Be With You In Apple Blossom Time
17202,He's A LoverMary Wells,1,90.0,Mary Wells,He's A Lover
17203,Hung On YouThe Righteous Brothers,48,90.0,The Righteous Brothers,Hung On You
17204,Everybody Do The SloopyJohnny Thunder,1,90.0,Johnny Thunder,Everybody Do The Sloopy
17205,Georgia On My MindThe Righteous Brothers,113,90.0,The Righteous Brothers,Georgia On My Mind
17206,Love Takes A Long Time GrowingDeon Jackson,1,90.0,Deon Jackson,Love Takes A Long Time Growing
17207,Not ResponsibleTom Jones,43,90.0,Tom Jones,Not Responsible
17208,I'm A NutLeroy Pullins,1,90.0,Leroy Pullins,I'm A Nut
17209,"Little Darling, I Need YouMarvin Gaye",113,90.0,Marvin Gaye,"Little Darling, I Need You"
17210,I'm Gonna Make You MineThe Shadows Of Knight,71,90.0,The Shadows Of Knight,I'm Gonna Make You Mine
17211,Love You So MuchNew Colony Six,99,90.0,New Colony Six,Love You So Much
17212,Mr. FarmerThe Seeds,21,90.0,The Seeds,Mr. Farmer
17213,My BabeRonnie Dove,36,90.0,Ronnie Dove,My Babe
17214,Leopard-Skin Pill-Box HatBob Dylan,1,90.0,Bob Dylan,Leopard-Skin Pill-Box Hat
17215,Laura (Tell Me What He's Got That I Ain't Got)Brook Benton,1,90.0,Brook Benton,Laura (Tell Me What He's Got That I Ain't Got)
17216,Maybe Just TodayBobby Vee And The Strangers,1,90.0,Bobby Vee And The Strangers,Maybe Just Today
17217,JumboBee Gees,84,90.0,Bee Gees,Jumbo
17218,Loving You Has Made Me BananasGuy Marks,71,90.0,Guy Marks,Loving You Has Made Me Bananas
17219,I Shall Be ReleasedThe Box Tops,31,90.0,The Box Tops,I Shall Be Released
17220,HushabyeJay & The Americans,93,90.0,Jay & The Americans,Hushabye
17221,Girl You're Too YoungArchie Bell & The Drells,36,90.0,Archie Bell & The Drells,Girl You're Too Young
17222,I Want You To KnowThe New Colony Six,1,90.0,The New Colony Six,I Want You To Know
17223,Fire & RainR.B. Greaves,1,90.0,R.B. Greaves,Fire & Rain
17224,Into The MysticJohnny Rivers,103,90.0,Johnny Rivers,Into The Mystic
17225,FriendsFeather,82,90.0,Feather,Friends
17226,It's The Real Thing - Pt. IThe Electric Express,1,90.0,The Electric Express,It's The Real Thing - Pt. I
17227,It's Only LoveElvis Presley,58,90.0,Elvis Presley,It's Only Love
17228,MotherBarbra Streisand,8,90.0,Barbra Streisand,Mother
17229,"Gimme Some Lovin'-Pt. 1Traffic, Etc.",1,90.0,"Traffic, Etc.",Gimme Some Lovin'-Pt. 1
17230,"Lisa, Listen To MeBlood, Sweat & Tears",3,90.0,"Blood, Sweat & Tears","Lisa, Listen To Me"
17231,No Sad SongHelen Reddy,24,90.0,Helen Reddy,No Sad Song
17232,If We Only Have LoveDionne Warwicke,1,90.0,Dionne Warwicke,If We Only Have Love
17233,In The Quiet MorningJoan Baez,73,90.0,Joan Baez,In The Quiet Morning
17234,MelissaThe Allman Brothers Band,92,90.0,The Allman Brothers Band,Melissa
17235,I Will Never Pass This Way AgainGlen Campbell,78,90.0,Glen Campbell,I Will Never Pass This Way Again
17236,Follow Your Daughter HomeThe Guess Who,81,90.0,The Guess Who,Follow Your Daughter Home
17237,"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1Sonny & Cher",1,90.0,Sonny & Cher,"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1"
17238,If I Were Only A Child AgainCurtis Mayfield,73,90.0,Curtis Mayfield,If I Were Only A Child Again
17239,JessicaThe Allman Brothers Band,98,90.0,The Allman Brothers Band,Jessica
17240,Get That Gasoline BluesNRBQ,1,90.0,NRBQ,Get That Gasoline Blues
17241,LamplightDavid Essex,21,90.0,David Essex,Lamplight
17242,Old Home Filler-up An' Keep On-a-truckin' CafeC.W. McCall,1,90.0,C.W. McCall,Old Home Filler-up An' Keep On-a-truckin' Cafe
17243,Moonlight SpecialRay Stevens,14,90.0,Ray Stevens,Moonlight Special
17244,Just One LookAnne Murray,73,90.0,Anne Murray,Just One Look
17245,"Hoppy, Gene And MeRoy Rogers",1,90.0,Roy Rogers,"Hoppy, Gene And Me"
17246,"Hot DawgitRamsey Lewis And Earth, Wind & Fire",116,90.0,"Ramsey Lewis And Earth, Wind & Fire",Hot Dawgit
17247,"Good Times, Rock & RollFlash Cadillac And The Continental Kids",71,90.0,Flash Cadillac And The Continental Kids,"Good Times, Rock & Roll"
17248,"One Beautiful DayEcstasy, Passion & Pain",73,90.0,"Ecstasy, Passion & Pain",One Beautiful Day
17249,Jam BandDisco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,37,90.0,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,Jam Band
17250,Minstrel In The GalleryJethro Tull,47,90.0,Jethro Tull,Minstrel In The Gallery
17251,JasperJim Stafford,1,90.0,Jim Stafford,Jasper
17252,Gimme Your Money PleaseBachman-Turner Overdrive,95,90.0,Bachman-Turner Overdrive,Gimme Your Money Please
17253,Hey BabyRingo Starr,24,90.0,Ringo Starr,Hey Baby
17254,I'll Always Call Your NameLittle River Band,68,90.0,Little River Band,I'll Always Call Your Name
17255,Lose AgainLinda Ronstadt,87,90.0,Linda Ronstadt,Lose Again
17256,Hold TightVicki Sue Robinson,61,90.0,Vicki Sue Robinson,Hold Tight
17257,My Own Way To RockBurton Cummings,95,90.0,Burton Cummings,My Own Way To Rock
17258,From Graceland To The Promised LandMerle Haggard,76,90.0,Merle Haggard,From Graceland To The Promised Land
17259,God Only KnowsMarilyn Scott,1,90.0,Marilyn Scott,God Only Knows
17260,"If It Don't Fit, Don't Force ItKellee Patterson",1,90.0,Kellee Patterson,"If It Don't Fit, Don't Force It"
17261,He's So FineKristy And Jimmy McNichol,1,90.0,Kristy And Jimmy McNichol,He's So Fine
17262,Livingston Saturday NightJimmy Buffett,24,90.0,Jimmy Buffett,Livingston Saturday Night
17263,Long Hot Summer NightsWendy Waldman,80,90.0,Wendy Waldman,Long Hot Summer Nights
17264,It's OverElectric Light Orchestra,108,90.0,Electric Light Orchestra,It's Over
17265,Light The Sky On FireJefferson Starship,32,90.0,Jefferson Starship,Light The Sky On Fire
17266,Lost In Your LoveJohn Paul Young,82,90.0,John Paul Young,Lost In Your Love
17267,Fancy DancerFrankie Valli,1,90.0,Frankie Valli,Fancy Dancer
17268,Love StruckStonebolt,1,90.0,Stonebolt,Love Struck
17269,Make It LastBrooklyn Dreams,48,90.0,Brooklyn Dreams,Make It Last
17270,Love And Desire (Part I)Arpeggio,1,90.0,Arpeggio,Love And Desire (Part I)
17271,I Need YouEuclid Beach Band,112,90.0,Euclid Beach Band,I Need You
17272,Feel The NeedLeif Garrett,60,90.0,Leif Garrett,Feel The Need
17273,H.a.p.p.y. RadioEdwin Starr,93,90.0,Edwin Starr,H.a.p.p.y. Radio
17274,Memorize Your NumberLeif Garrett,107,90.0,Leif Garrett,Memorize Your Number
17275,I Like To RockApril Wine,23,90.0,April Wine,I Like To Rock
17276,High On Your LoveDebbie Jacobs,1,90.0,Debbie Jacobs,High On Your Love
17277,If I Were YouToby Beau,1,90.0,Toby Beau,If I Were You
17278,Half Moon SilverHotel,86,90.0,Hotel,Half Moon Silver
17279,MemoriesTierra,64,90.0,Tierra,Memories
17280,"Mercy, Mercy, MercyPhoebe Snow",117,90.0,Phoebe Snow,"Mercy, Mercy, Mercy"
17281,Next Time You'll KnowSister Sledge,28,90.0,Sister Sledge,Next Time You'll Know
17282,I SurrenderArlan Day,1,90.0,Arlan Day,I Surrender
17283,Natural LovePetula Clark,1,90.0,Petula Clark,Natural Love
17284,Make Up Your MindAurra,64,90.0,Aurra,Make Up Your Mind
17285,Old Fashioned LoveSmokey Robinson,79,90.0,Smokey Robinson,Old Fashioned Love
17286,Mega Force707,28,90.0,707,Mega Force
17287,Now Or NeverAxe,19,90.0,Axe,Now Or Never
17288,In The Driver's SeatJohn Schneider,40,90.0,John Schneider,In The Driver's Seat
17289,He Could Be The OneJosie Cotton,107,90.0,Josie Cotton,He Could Be The One
17290,Feet Don't Fail Me NowUtopia,82,90.0,Utopia,Feet Don't Fail Me Now
17291,Mexican RadioWall Of Voodoo,108,90.0,Wall Of Voodoo,Mexican Radio
17292,Love Is The KeyMaze Featuring Frankie Beverly,28,90.0,Maze Featuring Frankie Beverly,Love Is The Key
17293,I Don't Wanna DanceEddy Grant,93,90.0,Eddy Grant,I Don't Wanna Dance
17294,I Will FollowU2,85,90.0,U2,I Will Follow
17295,FlashesTiggi Clay,1,90.0,Tiggi Clay,Flashes
17296,I Didn't Mean To Turn You OnCherelle,1,90.0,Cherelle,I Didn't Mean To Turn You On
17297,I Send A MessageINXS,97,90.0,INXS,I Send A Message
17298,Gotta Get You Home TonightEugene Wilde,14,90.0,Eugene Wilde,Gotta Get You Home Tonight
17299,MagicalJohn Parr,19,90.0,John Parr,Magical
17300,One In A MillionEddie & The Tide,87,90.0,Eddie & The Tide,One In A Million
17301,Female IntuitionMai Tai,69,90.0,Mai Tai,Female Intuition
17302,Land Of La LaStevie Wonder,74,90.0,Stevie Wonder,Land Of La La
17303,Love Comes QuicklyPet Shop Boys,63,90.0,Pet Shop Boys,Love Comes Quickly
17304,I Feel The MagicBelinda Carlisle,93,90.0,Belinda Carlisle,I Feel The Magic
17305,Feelings Of ForeverTiffany,44,90.0,Tiffany,Feelings Of Forever
17306,Gonna Make ItSaFire,1,90.0,SaFire,Gonna Make It
17307,My ParadiseThe Outfield,85,90.0,The Outfield,My Paradise
17308,I Come OffYoung M.C.,1,90.0,Young M.C.,I Come Off
17309,"Hearts In Trouble (From ""Days Of Thunder"")Chicago",14,90.0,Chicago,"Hearts In Trouble (From ""Days Of Thunder"")"
17310,Get SeriousCut 'N' Move,86,90.0,Cut 'N' Move,Get Serious
17311,Old To The NewNice & Smooth,37,90.0,Nice & Smooth,Old To The New
17312,Lie To Me/Something For The PainBon Jovi,1,90.0,Bon Jovi,Lie To Me/Something For The Pain
17313,"Never, Never Gonna Give You UpLisa Stansfield",62,90.0,Lisa Stansfield,"Never, Never Gonna Give You Up"
17314,I Can Love You BetterDixie Chicks,44,90.0,Dixie Chicks,I Can Love You Better
17315,Kiss MeSixpence None The Richer,35,91.0,Sixpence None The Richer,Kiss Me
17316,Nada Es Para SiempreLuis Fonsi,28,90.0,Luis Fonsi,Nada Es Para Siempre
17317,DownRKM & Ken-Y,86,92.0,RKM & Ken-Y,Down
17318,Feels Just Like It ShouldPat Green,86,90.0,Pat Green,Feels Just Like It Should
17319,Keep Your Mind Wide OpenAnnaSophia Robb,85,90.0,AnnaSophia Robb,Keep Your Mind Wide Open
17320,EverydayZac Efron & Vanessa Anne Hudgens,1,90.0,Zac Efron & Vanessa Anne Hudgens,Everyday
17321,Headlines (Friendship Never Ends)Spice Girls,35,90.0,Spice Girls,Headlines (Friendship Never Ends)
17322,Driving Me CrazySam Adams,1,90.0,Sam Adams,Driving Me Crazy
17323,HomeGlee Cast Featuring Kristin Chenoweth,79,90.0,Glee Cast Featuring Kristin Chenoweth,Home
17324,Moving To MarsColdplay,63,90.0,Coldplay,Moving To Mars
17325,Nightmares Of The BottomLil Wayne,103,90.0,Lil Wayne,Nightmares Of The Bottom
17326,I Can Only ImagineDavid Guetta Featuring Chris Brown & Lil Wayne,35,90.0,David Guetta Featuring Chris Brown & Lil Wayne,I Can Only Imagine
17327,Glad You CameGlee Cast,79,90.0,Glee Cast,Glad You Came
17328,GoldBritt Nicole,3,90.0,Britt Nicole,Gold
